customer_id,legal_name,aliases,ibans
1817,Winter & Schmidt GbR,Fa. Winter & Schmidt|Winter & Schmidt,DE77821008827891116401|DE17 4280 5437 2387 2932 21
1818,Brüggemann & Jansen UG (haftungsbeschränkt),Bruggemann & Jansen,DE73394022303143652364
1819,Berger OHG,,DE40 8954 1601 7464 2772 32|DE63 4836 3490 1519 4865 71
1820,Becker & Schreiber GmbH & Co. KG,Becker & Schreiber GmbH u. Co. KG,DE75 9973 1547 0900 8627 03|DE76764525241612861176
1821,Hofmann Großhandel AG,Hofmann Großhandel Aktiengesellschaft,DE64332717530708609399
1822,Verlag Neumünster UG (haftungsbeschränkt),Verlag Neumunster UG (haftungsbeschrankt),DE63630090706845992031
1823,Brandt Spedition e.K.,Fa. Brandt Spedition,DE16443953168653366044
1824,Thomas Gebäudereinigung GmbH & Co. KG,Thomas Gebäudereinigung|Thomas Gebäudereinigung GmbH u. Co. KG|Fa. Thomas Gebäudereinigung,DE57 9289 2684 8063 8247 18
1825,Handel Lüneburg GmbH,Handel Lüneburg Ges.m.b.H.,DE58502103844357525216|DE94 7382 9770 4974 9415 79|DE75830038882159061357
1826,Schumacher Holzbau AG,Schumacher Holzbau,DE64547226748299812962|DE60 4352 0355 4075 2892 27|DE95774575395691093189
1827,Simon & Stein OHG,Simon & Stein,DE33442023963962544865
1828,Graf Textil GmbH,Graf Textil,DE11522782388489878741
1829,Lang Maschinenbau GmbH,Lang Maschinenbau Ges.m.b.H.|Lang Maschinenbau,DE90 1392 3497 2023 7720 41|DE89 4695 5198 3284 5301 77
1830,Voigt KG,,DE69 1947 2179 6280 0231 34|DE22 9121 6558 9672 0035 26
1831,Dietrich Technik GmbH & Co. KG,,DE47483879049509999056|DE33 1156 1143 3760 5778 15|DE42 3522 6190 4435 2857 25
1832,Vogt Sanitär GbR,Vogt Sanitär,DE84879881179459200501|DE45 7432 1467 8847 4263 21
1833,Windkraft Cuxhaven UG (haftungsbeschränkt),Fa. Windkraft Cuxhaven|Windkraft Cuxhaven UG (haftungsbeschrankt)|Windkraft Cuxhaven,DE90 5480 5499 8251 7833 92|DE64699322063939920918|DE97115006014992797920
1834,Schulte Textil e.K.,Schulte Textil,DE93 4745 4026 3535 6672 32
1835,Peters Maschinenbau GmbH & Co. KG,Peters Maschinenbau GmbH u. Co. KG|Fa. Peters Maschinenbau,DE48128083838439780153|DE61526946259528657649|DE82886873486707098516
1836,Fuchs & Peters AG,Fuchs & Peters,DE58614557351177227871|DE80 4391 8650 2037 0185 08
1837,Lange & Jäger OHG,Fa. Lange & Jäger|Lange & Jäger|Lange & Jager,DE41 5267 7139 1030 8336 19|DE14 2088 1029 4989 9222 73
1838,Kuhn KG,Kuhn,DE20 4621 5329 7053 8088 14|DE65 4079 3482 5381 3894 94|DE59 4807 7679 5307 5957 29
1839,Baumann OHG,Baumann|Fa. Baumann,DE58323980019798928417|DE85645313357390023233
1840,Krämer Schifffahrt UG (haftungsbeschränkt),Kramer Schifffahrt,DE36924640156578215949|DE92 4805 5723 0742 9686 18
1841,Keller Gartenbau e.K.,Keller Gartenbau,DE25447182074596375904|DE45111689555162875809
1842,Stein GmbH,Stein Ges.m.b.H.,DE85 6011 3937 7116 8276 38|DE46803326382811841096
1843,Jäger e.K.,Jäger|Jager e.K.,DE50 7464 6340 8370 1675 19
1844,Ludwig & Horn GmbH & Co. KG,Ludwig & Horn GmbH u. Co. KG|Ludwig & Horn|Fa. Ludwig & Horn,DE58281480057971647912|DE26 9466 5558 4244 7565 40|DE76819805978639329400
1845,Thießen Bau GmbH & Co. KG,Thießen Bau|Fa. Thießen Bau,DE71181163748066629617|DE64 4381 8132 2301 5833 96
1846,Kuhn Immobilien GmbH & Co. KG,Kuhn Immobilien GmbH u. Co. KG,DE53377221802952301574|DE32151035479762259648|DE54593024615049525214
1847,Dachdeckerei Oldenburg AG,Dachdeckerei Oldenburg|Dachdeckerei Oldenburg Aktiengesellschaft,DE78 3077 0552 2227 7557 57|DE43 3819 5687 4227 5291 53
1848,Bauer Holzbau GmbH,Bauer Holzbau Ges.m.b.H.|Fa. Bauer Holzbau,DE73 3840 8752 8391 2643 55|DE81625114250674653949|DE54467263050082295153
1849,Herrmann Gartenbau GbR,,DE93 4176 9719 8795 2564 16|DE27 8627 6040 8301 5769 51
1850,Jäger Spedition KG,Jager Spedition|Jäger Spedition,DE49 2077 4724 9930 1318 80|DE95 7603 3888 8492 0516 06
1851,Meyer & Köhler UG (haftungsbeschränkt),Meyer & Kohler|Meyer & Köhler|Meyer & Kohler UG (haftungsbeschrankt),DE26 2621 1519 9771 8188 89
1852,Schwarz Bäckerei UG (haftungsbeschränkt),Schwarz Backerei UG (haftungsbeschrankt)|Schwarz Bäckerei|Fa. Schwarz Bäckerei,DE35 9536 3807 7654 6103 64|DE67757487657005938327
1853,Schulz Handel GmbH & Co. KG,Schulz Handel,DE12998694578074437627
1854,Metallbau Rostock GmbH & Co. KG,Metallbau Rostock GmbH u. Co. KG|Fa. Metallbau Rostock,DE58 8183 8935 0392 8950 16
1855,Martin & Hoffmann GmbH,Fa. Martin & Hoffmann,DE42371421564824243333|DE71846152376307455859
1856,Gebäudereinigung Emden UG (haftungsbeschränkt),Gebaudereinigung Emden|Gebaudereinigung Emden UG (haftungsbeschrankt),DE75 5121 5355 8966 5779 99
1857,Hofmann Gebäudereinigung GbR,Fa. Hofmann Gebäudereinigung,DE44 3621 1872 5333 1260 76|DE70 2523 5068 8760 5211 88
1858,Richter GmbH & Co. KG,,DE51 3858 7746 6425 4994 56
1859,Günther Holzbau e.K.,Gunther Holzbau|Gunther Holzbau e.K.,DE99718306824275036173|DE83 4513 8029 7169 6966 87
1860,Möhring Spedition GmbH,Fa. Möhring Spedition,DE29 6225 9518 9931 0621 02|DE17 4927 9723 1454 2820 13
1861,Schuster Systemhaus OHG,Fa. Schuster Systemhaus,DE55 5407 0529 1022 2071 39|DE46961995592274182145
1862,Fuchs AG,Fa. Fuchs,DE98 3357 7894 9705 0606 54|DE18 4179 9545 2538 4208 93
1863,Catering Lüneburg UG (haftungsbeschränkt),Catering Luneburg UG (haftungsbeschrankt),DE53 7091 1045 5274 8071 02
1864,Baumann Tiefbau AG,,DE49 3302 7493 3604 2617 12|DE58 8602 1952 2582 1650 78
1865,Franke KG,Franke,DE39228287202633249726|DE98913079954157764062
1866,Kuhn Textil GmbH & Co. KG,Fa. Kuhn Textil,DE47 3400 2094 9735 8494 91|DE86694072609893916861
1867,Beck GbR,Beck,DE59408597175320143116|DE38823013622219685503|DE14 2647 1270 2705 7361 37
1868,Textil Oldenburg GmbH & Co. KG,Textil Oldenburg,DE75 8625 0381 1697 2172 99
1869,Bergmann e.K.,,DE69 3421 8798 3464 3394 34
1870,Kältetechnik Bremen GmbH,Kältetechnik Bremen|Kaltetechnik Bremen|Fa. Kältetechnik Bremen,DE69 2972 4091 5331 1779 61|DE90813757165124524491|DE97516543392862249186
1871,Mayer Schifffahrt GbR,Mayer Schifffahrt,DE16 9153 2959 7391 4835 65|DE66 2032 7370 0117 1462 56
1872,Schröder Werbetechnik UG (haftungsbeschränkt),Schroder Werbetechnik|Schroder Werbetechnik UG (haftungsbeschrankt)|Schröder Werbetechnik,DE86408022119450054858
1873,Catering Kiel KG,Catering Kiel,DE18463992465014094865
1874,Schmitt Bau OHG,Fa. Schmitt Bau,DE85 8131 3352 5578 9252 38|DE36555954576180413296|DE98 3819 0958 6010 8061 89
1875,Roth & Schubert UG (haftungsbeschränkt),Fa. Roth & Schubert|Roth & Schubert,DE58327999816425943522|DE22 5356 2602 4784 6734 43
1876,Schäfer UG (haftungsbeschränkt),Fa. Schäfer,DE24753357027986777057
1877,Claußen & Hahn UG (haftungsbeschränkt),Claussen & Hahn UG (haftungsbeschrankt)|Claussen & Hahn,DE24 2999 7432 6778 5520 31|DE54 9643 9724 9959 0555 67|DE56269016930475365276
1878,Fischer & Rehder OHG,Fischer & Rehder,DE16 6190 2924 0880 8044 09
1879,Werner Catering GmbH & Co. KG,Werner Catering|Werner Catering GmbH u. Co. KG,DE35 6296 0947 9184 6155 64|DE25 9077 7591 6828 1822 64|DE74619830930061557073
1880,Schröder & Ludwig OHG,Fa. Schröder & Ludwig|Schroder & Ludwig,DE84905999550203116592
1881,Wagner & Lüdtke GmbH,Wagner & Ludtke GmbH|Wagner & Ludtke,DE23876467952832737892|DE52778617239517209678|DE81 7398 7375 1706 9821 83
1882,Claußen & Hansen AG,Claussen & Hansen|Fa. Claußen & Hansen,DE63320461865931226598|DE61439991769057669989
1883,Schmidt & Otto GmbH,Schmidt & Otto|Fa. Schmidt & Otto,DE80 5063 1832 4190 1690 91|DE45 5719 9045 8145 6551 09|DE19 3599 2813 6936 7095 69
1884,Lehmann & Brandt e.K.,,DE50 3553 0203 1359 2227 15|DE75 5054 0463 0922 6136 01
1885,Walter & Fischer GmbH,Walter & Fischer Ges.m.b.H.|Walter & Fischer|Fa. Walter & Fischer,DE82 9510 1989 4890 3794 58
1886,Simon & Bergmann KG,Fa. Simon & Bergmann|Simon & Bergmann,DE17910664626680346551
1887,Krüger & Sauer GmbH,Fa. Krüger & Sauer,DE88 9958 6253 2744 4601 38
1888,Sommer Handel UG (haftungsbeschränkt),Sommer Handel UG (haftungsbeschrankt)|Fa. Sommer Handel,DE79438253390467798682|DE35683965336776304766|DE17 2785 7449 5382 3880 16
1889,Lüdtke Windkraft UG (haftungsbeschränkt),Fa. Lüdtke Windkraft|Ludtke Windkraft UG (haftungsbeschrankt)|Lüdtke Windkraft,DE46 1560 5888 6390 2581 46|DE74 8857 6890 6786 9635 94
1890,Lorenz & Engel UG (haftungsbeschränkt),Lorenz & Engel UG (haftungsbeschrankt)|Lorenz & Engel,DE25797297377471428708|DE80992150721913765180
1891,Möller & Hartmann GbR,Moller & Hartmann GbR|Moller & Hartmann|Fa. Möller & Hartmann,DE51 7511 0029 4134 2978 56
1892,Thomas Werbetechnik KG,,DE58 6919 2149 1921 7008 59|DE59 5167 0151 1454 6317 57
1893,Schifffahrt Oldenburg GmbH,,DE50768039419423464713
1894,Rehder Windkraft e.K.,Fa. Rehder Windkraft,DE43389940622171716690|DE52352789124070825334
1895,Möhring Tiefbau e.K.,Fa. Möhring Tiefbau|Möhring Tiefbau|Mohring Tiefbau,DE71687789476568536029|DE45135423556677781270
1896,Meyer Catering GmbH,Meyer Catering,DE61 8511 4530 2434 9688 66
1897,Hartmann & Meier AG,Hartmann & Meier,DE70559181591330609598|DE26 6995 8667 5158 2891 97
1898,Kraus Solartechnik GmbH & Co. KG,Kraus Solartechnik,DE60 6175 7800 1484 7015 73|DE42 1103 7286 0265 7238 96
1899,Günther & Schwarz UG (haftungsbeschränkt),Fa. Günther & Schwarz,DE21 3738 3569 6198 3154 85|DE14753581061107247270
1900,Systemhaus Kiel OHG,,DE13331609405786611376|DE10 9599 6688 0876 4133 77
1901,Möller Kältetechnik KG,Fa. Möller Kältetechnik|Moller Kaltetechnik KG,DE22 5509 5286 7866 1065 87|DE88 5467 0390 9067 0173 40
1902,Jansen Medizintechnik GmbH & Co. KG,Jansen Medizintechnik GmbH u. Co. KG,DE50777301185168943683
1903,Logistik Lüneburg GmbH & Co. KG,Logistik Lüneburg,DE49645925851620896734
1904,Huber & Dietrich GbR,,DE74719106577912732901|DE97342442271171804528
1905,Schreiber UG (haftungsbeschränkt),Schreiber UG (haftungsbeschrankt),DE53 9342 8779 1606 4487 83
1906,Wolf Gebäudereinigung e.K.,,DE84 1825 4290 5620 9006 41|DE12 9007 8572 2940 8158 59
1907,Schmidt & Schwarz GmbH & Co. KG,Schmidt & Schwarz,DE79570813895659933304|DE35 6511 2905 7419 7055 03
1908,Graf & Köhler GmbH,Graf & Kohler,DE11 2676 7959 9202 6060 73|DE76437531828538841879
1909,Frank Elektro KG,Frank Elektro|Fa. Frank Elektro,DE30587313663503828027
1910,Weiß & Pohl OHG,Fa. Weiß & Pohl|Weiß & Pohl,DE31457136517779648010|DE86 6708 2421 6783 3642 30|DE52617691537100991506
1911,Beck AG,,DE56681070206683313718|DE62 3406 8216 2114 8081 01
1912,Rehder Handel AG,Fa. Rehder Handel|Rehder Handel,DE25 4307 1656 2129 4929 06|DE38760707959617197905|DE13 5508 2045 8582 6655 72
1913,Kältetechnik Stade KG,Kältetechnik Stade,DE16 2032 0079 3183 7227 66
1914,Catering Kiel GmbH,Fa. Catering Kiel,DE89289630142605264100|DE17940351462128749134|DE91 3874 2883 4517 3054 97
1915,Verlag Oldenburg e.K.,Fa. Verlag Oldenburg|Verlag Oldenburg,DE38 7511 6795 4039 0605 05|DE86213589623688984029
1916,Möller Verlag GbR,Moller Verlag|Moller Verlag GbR|Fa. Möller Verlag,DE22 4027 1810 0865 6675 46|DE50 9499 0228 8202 4087 45
1917,Stein & Hansen GmbH,Stein & Hansen,DE58588763197452097140|DE45410049019877951195|DE67 3727 3362 0401 4747 29
1918,Meyer Verlag KG,Meyer Verlag,DE95 7401 3915 7412 8236 93
1919,Kältetechnik Neumünster AG,Kaltetechnik Neumunster|Kältetechnik Neumünster Aktiengesellschaft,DE78466035182968572210|DE29 1378 2543 6435 5509 58
1920,Schubert AG,Schubert Aktiengesellschaft,DE20 2203 8473 2576 5504 44|DE40 6216 3240 5982 2255 45|DE32326218794423162683
1921,König Maschinenbau AG,König Maschinenbau Aktiengesellschaft,DE78879300535403615805|DE93 1557 3598 1025 0916 25|DE43720958770437400548
1922,Böhm Sanitär OHG,Bohm Sanitar OHG|Fa. Böhm Sanitär,DE59 5812 2622 8985 4472 08|DE54 4953 8277 9775 6114 39
1923,Krause Systemhaus e.K.,Krause Systemhaus,DE64 6772 5994 6488 6991 47
1924,Möller & Carstens GbR,Moller & Carstens GbR|Fa. Möller & Carstens|Moller & Carstens,DE45 7200 7939 7385 1427 12
1925,Möhring Verlag e.K.,Mohring Verlag|Fa. Möhring Verlag,DE51546264736748516943|DE41 5588 8939 7873 2611 83
1926,Hahn & Franke OHG,Hahn & Franke,DE62180588872897079492|DE41 4237 3127 1177 4123 74
1927,Horn Bau AG,Horn Bau Aktiengesellschaft,DE82704250737253587153|DE84815415289259437411
1928,Hoffmann Sanitär GmbH & Co. KG,,DE57 9761 7056 9349 0177 76
1929,Schubert Hafenservice AG,Fa. Schubert Hafenservice|Schubert Hafenservice Aktiengesellschaft,DE73 6966 7103 6226 8709 75
1930,Lehmann Textil OHG,Fa. Lehmann Textil|Lehmann Textil,DE29825951092147020237
1931,Wolf Sanitär OHG,Wolf Sanitar OHG,DE98 7673 3227 8240 4031 05
1932,Winter Kältetechnik KG,Fa. Winter Kältetechnik|Winter Kaltetechnik KG,DE15960787824895778884|DE95 5690 3045 0945 2081 34
1933,Schäfer & Claußen GbR,Schäfer & Claußen|Schafer & Claussen GbR|Fa. Schäfer & Claußen,DE35 6369 2459 0246 8525 15
1934,Baumann & Hoffmann KG,Baumann & Hoffmann,DE80593085738925692885|DE23 7726 2112 6640 5651 72|DE58 8840 5507 1380 3483 63
1935,Mayer & Fuchs GmbH,Fa. Mayer & Fuchs|Mayer & Fuchs,DE56 6906 4103 1452 7974 09|DE44 5319 9305 3171 3987 75|DE91860739987217633543
1936,Verlag Cuxhaven AG,Verlag Cuxhaven,DE93 6402 5435 2822 3031 09
1937,Böhm & Vogt e.K.,Bohm & Vogt e.K.,DE48 4990 0305 1448 1274 12|DE12 1696 2666 3143 5375 39
1938,Logistik Wilhelmshaven OHG,Logistik Wilhelmshaven,DE16 7201 5417 5232 9448 98
1939,Systemhaus Lübeck UG (haftungsbeschränkt),Systemhaus Lübeck,DE90 6070 7151 2361 5036 56
1940,Winkler Bäckerei UG (haftungsbeschränkt),Winkler Backerei|Fa. Winkler Bäckerei,DE61543878811967297077
1941,Holzbau Lübeck GmbH,Holzbau Lübeck Ges.m.b.H.,DE60 6741 6983 5853 0823 96|DE60 3594 1502 0011 9863 20
1942,Fleischerei Hamburg OHG,Fleischerei Hamburg|Fa. Fleischerei Hamburg,DE98869100194846482509
1943,Möbel Lübeck OHG,Möbel Lübeck|Fa. Möbel Lübeck,DE44 6388 1338 2620 1343 04
1944,Hoffmann OHG,,DE15580048741254381597|DE58 1374 6453 8776 7788 29
1945,Voigt Bäckerei GbR,Voigt Bäckerei|Fa. Voigt Bäckerei|Voigt Backerei,DE58756957969717301402|DE45943385309135995018|DE92 5775 6034 2378 9807 89
1946,Spedition Rostock GmbH,Fa. Spedition Rostock|Spedition Rostock,DE12108842642844634071
1947,Medizintechnik Lüneburg UG (haftungsbeschränkt),Medizintechnik Lüneburg|Fa. Medizintechnik Lüneburg,DE45632071019659902280|DE38 7772 8899 3019 4594 74
1948,Klein & Schwarz KG,Fa. Klein & Schwarz|Klein & Schwarz,DE34662613365027912539|DE75453168252895913053
1949,Lange & Winkler OHG,Lange & Winkler|Fa. Lange & Winkler,DE32 1216 5568 0740 9522 18
1950,Meier Solartechnik GmbH,Meier Solartechnik Ges.m.b.H.,DE80300479594570352862|DE63 5068 6602 5371 4932 85
1951,Solartechnik Kiel e.K.,Solartechnik Kiel,DE82366241010319241131|DE99202559039240364541
1952,Busch Großhandel KG,Busch Grosshandel,DE94947096044817074413
1953,Kaiser Solartechnik e.K.,Fa. Kaiser Solartechnik|Kaiser Solartechnik,DE92351082415594296319
1954,Voigt & Lüdtke KG,Voigt & Lüdtke|Voigt & Ludtke,DE34810662953761520160|DE17285383016462565096|DE40507848680846248861
1955,Pohl Fahrzeugtechnik e.K.,Pohl Fahrzeugtechnik|Fa. Pohl Fahrzeugtechnik,DE78137384771329153667|DE20611334562585024731
1956,Bauer Fleischerei KG,Bauer Fleischerei|Fa. Bauer Fleischerei,DE64462225399466175761|DE99 7733 8957 6491 6001 38|DE43365880578712507568
1957,Technik Cuxhaven KG,Fa. Technik Cuxhaven,DE66805779436467084162|DE21 3406 7512 5296 8729 63
1958,Fischer GbR,,DE32 8179 5223 0957 9150 63|DE68 8761 3151 6349 1569 33|DE63 1806 5582 1738 0102 70
1959,Möhring KG,Mohring|Fa. Möhring,DE83 1373 4986 8539 0234 78
1960,Haas & Franke GmbH & Co. KG,Haas & Franke GmbH u. Co. KG,DE90 4750 2555 7518 5854 72
1961,Kühn & Hansen UG (haftungsbeschränkt),Kühn & Hansen,DE49 6905 5909 3384 9496 72
1962,Schreiber Systemhaus OHG,Fa. Schreiber Systemhaus,DE37 6316 0879 4371 4094 02
1963,Böhm & Vogt GmbH,Bohm & Vogt|Böhm & Vogt Ges.m.b.H.|Bohm & Vogt GmbH,DE66 6270 7101 0543 5641 55
1964,Schmitt Solartechnik KG,Schmitt Solartechnik,DE31750456039791885451|DE50 4315 4075 6023 3818 96
1965,Wolf GmbH & Co. KG,Wolf GmbH u. Co. KG,DE56149071728430247478|DE80702860686720072374
1966,Schulze Verlag GbR,Fa. Schulze Verlag,DE54252115701506271924|DE91 9670 7607 2852 2859 08
1967,Seidel Möbel GbR,Seidel Mobel,DE75 9670 7044 3443 1649 34
1968,Lehmann Sanitär GmbH & Co. KG,Fa. Lehmann Sanitär,DE13 1051 9321 6760 9412 39|DE61419523535004382431
1969,Groß Tiefbau GmbH & Co. KG,Fa. Groß Tiefbau,DE71 1122 7804 5676 8218 39|DE93 2462 9692 3935 5970 68
1970,Metallbau Cuxhaven UG (haftungsbeschränkt),Metallbau Cuxhaven UG (haftungsbeschrankt),DE51547800349900813933|DE87588661648142712494
1971,Hartmann GmbH & Co. KG,Hartmann GmbH u. Co. KG,DE78 5382 1468 3058 7883 99|DE52 7720 6667 1384 2644 47
1972,Medizintechnik Lüneburg AG,Medizintechnik Lüneburg Aktiengesellschaft,DE41 6688 5499 2395 9626 69|DE72 9538 0433 4929 2425 04|DE81 2651 1513 7213 8879 59
1973,Schwarz Möbel GbR,Schwarz Mobel GbR,DE94 1296 5681 3500 2577 59
1974,Fischer Solartechnik GmbH & Co. KG,Fischer Solartechnik,DE30697555408602303554
1975,Medizintechnik Stade UG (haftungsbeschränkt),Fa. Medizintechnik Stade,DE48465704260522034442|DE58 1887 2658 7418 3043 16
1976,Weber Immobilien OHG,Fa. Weber Immobilien,DE22917311565304863801|DE29 6020 4032 2465 1502 03
1977,Kältetechnik Schwerin KG,Fa. Kältetechnik Schwerin|Kaltetechnik Schwerin,DE66498208513357900122|DE31 1850 4488 5725 8062 87
1978,Fleischerei Flensburg AG,Fleischerei Flensburg,DE74894673079563551215|DE40555675812076643082
1979,Wagner Windkraft GmbH & Co. KG,Wagner Windkraft,DE90 2487 7844 1383 0896 56|DE20732619911937678414|DE36 5801 1528 9007 5224 86
1980,Hafenservice Bremen e.K.,Hafenservice Bremen|Fa. Hafenservice Bremen,DE74 8742 5783 3489 8110 90|DE22 7232 7353 6854 0085 94
1981,Walter & Voigt AG,Fa. Walter & Voigt|Walter & Voigt,DE64894087702810582749
1982,Arnold AG,Arnold|Arnold Aktiengesellschaft,DE59398467916377314342
1983,Logistik Rostock GbR,Logistik Rostock,DE32 5242 2991 7978 2504 76|DE72870433921666725084|DE53300891206822362024
1984,Kuhn & Kuhn e.K.,Fa. Kuhn & Kuhn|Kuhn & Kuhn,DE13523017228546254342|DE95957429657530354765
1985,Weber KG,,DE31146424543603943836
1986,Schwarz Bäckerei KG,Schwarz Backerei,DE56172454384198983332|DE43 2745 3888 2333 9379 32
1987,Sauer & Bauer GmbH & Co. KG,Sauer & Bauer|Sauer & Bauer GmbH u. Co. KG,DE49 6471 7884 3216 0762 16
1988,Hartmann e.K.,,DE24 7129 9085 2253 2411 17
1989,Kraus Fleischerei GmbH & Co. KG,,DE66989597361283263152
1990,Maschinenbau Flensburg OHG,Fa. Maschinenbau Flensburg|Maschinenbau Flensburg,DE72315087106185208387|DE81752531048658388938|DE88184194318490514152
1991,Roth Schifffahrt KG,Roth Schifffahrt|Fa. Roth Schifffahrt,DE23 2243 6663 2622 0535 89
1992,Martin Handel KG,Martin Handel,DE78 6652 7920 6023 1949 76
1993,Wolf GbR,,DE79870165924688778797
1994,Richter Windkraft OHG,,DE87745418165696151876|DE10 8533 4502 5921 6624 49|DE97 3875 4725 4841 0271 45
1995,Hansen Holzbau KG,Hansen Holzbau|Fa. Hansen Holzbau,DE26966115729952128319|DE66 1688 0036 7803 3947 33
1996,Möller Kältetechnik AG,Möller Kältetechnik Aktiengesellschaft|Moller Kaltetechnik,DE77742357356914024775|DE29384782141459697337
1997,Kuhn Solartechnik OHG,Fa. Kuhn Solartechnik,DE81 3655 6023 3935 9866 73
1998,Immobilien Lübeck GbR,Immobilien Lubeck,DE94295492614269974682|DE78644598110664654979
1999,Bäckerei Cuxhaven GbR,Fa. Bäckerei Cuxhaven|Backerei Cuxhaven|Bäckerei Cuxhaven,DE44 6788 4591 8261 1180 57
2000,Möhring & Berger OHG,Fa. Möhring & Berger|Möhring & Berger|Mohring & Berger,DE87113869232656542015
2001,Voigt & Ziegler OHG,Voigt & Ziegler,DE13 7828 1574 0338 4636 58
2002,Thießen Windkraft e.K.,Fa. Thießen Windkraft,DE16798298811913386154|DE64995603630600831619|DE98 2209 8652 4987 3427 33
2003,Hahn Bau AG,Hahn Bau Aktiengesellschaft|Hahn Bau,DE93 7708 3539 8121 0565 19|DE51350860608632002873
2004,Thomas Technik GmbH,Fa. Thomas Technik|Thomas Technik,DE43 1316 8013 5429 6756 92|DE94333223389824845627
2005,Simon AG,,DE37392431974392005701|DE89327289672858673533
2006,Metallbau Emden KG,,DE38 4478 3183 2591 8170 86
2007,Becker Möbel GmbH & Co. KG,Fa. Becker Möbel|Becker Mobel|Becker Mobel GmbH & Co. KG,DE37890313388872021697
2008,Schwarz Catering UG (haftungsbeschränkt),Fa. Schwarz Catering|Schwarz Catering,DE18 4364 8166 0399 3530 30|DE44318547197637367377
2009,Spedition Cuxhaven e.K.,,DE97297291653136172034|DE57 4921 9908 8502 7587 99
2010,Fischer Windkraft GmbH,Fischer Windkraft Ges.m.b.H.|Fa. Fischer Windkraft,DE73175497883100479090
2011,Martin & Meyer GmbH,Martin & Meyer,DE56 5368 6061 6600 0891 92|DE81 3265 4840 5641 1353 98|DE89 1947 5249 8087 7100 34
2012,Baumann & Krause KG,Baumann & Krause,DE18 9665 3420 4253 5942 26
2013,Kühn & Kuhn KG,Kuhn & Kuhn KG,DE80 7975 5964 7017 3475 30
2014,Albrecht Dachdeckerei AG,Fa. Albrecht Dachdeckerei,DE88977791572029409876
2015,Kaiser Fahrzeugtechnik OHG,Fa. Kaiser Fahrzeugtechnik,DE78 2521 2125 1948 3943 69|DE25 2735 2934 5006 0060 84|DE45 6077 3466 2146 3973 22
2016,Kraus Systemhaus KG,Kraus Systemhaus,DE18 5062 9667 1203 1945 36|DE82922057125536991610
2017,Schumacher GmbH,,DE53257461385954714151|DE66 3114 2976 7448 5485 54|DE27 7339 4396 5495 9699 70
2018,Graf AG,Graf|Graf Aktiengesellschaft,DE57 5267 2107 7963 8990 62|DE55 3756 9445 3756 1614 22
2019,Meyer & Möller GbR,Meyer & Moller GbR|Fa. Meyer & Möller,DE88 3521 4671 7579 0065 63|DE55986423690407600715
2020,Winkler Gartenbau UG (haftungsbeschränkt),Winkler Gartenbau|Fa. Winkler Gartenbau,DE51523543337927801686|DE63 4080 9340 1740 6388 49|DE95 8184 2989 8223 8884 52
2021,Schmitz & Lüdtke GbR,Schmitz & Ludtke|Schmitz & Ludtke GbR|Fa. Schmitz & Lüdtke,DE37424941733153516189|DE82402507212414501519|DE26 8444 4527 4128 8479 52
2022,Graf Sanitär KG,Graf Sanitär|Graf Sanitar KG,DE55 4093 8885 3084 9873 07|DE19655456250221260665|DE12145016009585002501
2023,Fleischerei Emden GmbH,Fleischerei Emden,DE90317035131787422732|DE20674659195377864935|DE86 7441 1263 0430 5909 37
2024,Solartechnik Bremen e.K.,,DE74919134819030751890
2025,Sommer & Schuster e.K.,Fa. Sommer & Schuster,DE14 2315 8957 4247 1918 96
2026,Winkler & Hartmann UG (haftungsbeschränkt),Fa. Winkler & Hartmann,DE60 1909 6461 8666 8497 92|DE77 4236 7699 1776 7170 87
2027,Simon GbR,,DE62618883744025142080
2028,Verlag Rostock e.K.,Verlag Rostock|Fa. Verlag Rostock,DE10 4484 6892 3240 4697 21|DE45630752805670055308
2029,Klein Gartenbau GbR,Klein Gartenbau,DE69 3532 3199 5654 2292 82|DE69809817788434496646|DE54 1256 5743 5222 4502 48
2030,Technik Wilhelmshaven GmbH & Co. KG,Fa. Technik Wilhelmshaven,DE92981670020300985326
2031,Sommer & Möller KG,Sommer & Möller|Sommer & Moller|Sommer & Moller KG,DE82558658855854059647|DE67728677689534088043|DE40 4805 8896 1029 2116 17
2032,Böhm Windkraft GmbH,Böhm Windkraft Ges.m.b.H.,DE77162870062724244634|DE77 9152 5949 4008 1861 28
2033,Scholz Werbetechnik UG (haftungsbeschränkt),Scholz Werbetechnik,DE42173665957842230735|DE89624665497163695167
2034,Werbetechnik Rostock KG,Werbetechnik Rostock|Fa. Werbetechnik Rostock,DE82202688376734325625
2035,Hofmann Bau AG,Hofmann Bau|Hofmann Bau Aktiengesellschaft,DE95540342074616229177
2036,Claußen Handel GbR,,DE96623926410132487798|DE29 5954 2317 6790 9185 94
2037,Brüggemann GmbH,Fa. Brüggemann,DE36 3684 3102 3845 6922 97
2038,Berger KG,,DE55 1369 8457 6948 1525 89|DE53 9631 9034 1379 6752 90
2039,Vogt Solartechnik KG,Vogt Solartechnik,DE22300076821314768113|DE38159524289252471083
2040,Huber Logistik GmbH & Co. KG,Fa. Huber Logistik,DE27 8720 2295 3846 0197 93
2041,Lang Gebäudereinigung GmbH & Co. KG,Lang Gebäudereinigung GmbH u. Co. KG|Lang Gebaudereinigung,DE48 8712 6627 1946 3615 81|DE61484960185928747347
