Umsatz-ID;Buchungstag;Valutadatum;Auftraggeber;IBAN;Verwendungszweck;Betrag;Waehrung
NW-2026-08-000190;03.08.2026;03.08.2026;Thomas KG;DE17 5250 1328 7072 4428 78;Ihre Rechnung RF-2026-038166;1.207,70;EUR
NW-2026-08-000191;03.08.2026;03.08.2026;Schreiber Maschinenbau GmbH & Co. KG;DE59816927272173107464;Ausgleich offene Posten;1.704,04;EUR
NW-2026-08-000192;03.08.2026;03.08.2026;Brüggemann Windkraft GmbH;DE79920509588283459137;Ihre Rechnung RE-2026-067801;3.231,28;EUR
NW-2026-08-000193;03.08.2026;04.08.2026;Peters AG;DE64583385073190897496;RE 2026 027871 / Skonto geprueft;2.734,60;EUR
NW-2026-08-000194;03.08.2026;03.08.2026;CATERING EMDEN GBR;DE94862732859326698252;Rechnung RE-2026031807;614,04;EUR
NW-2026-08-000195;03.08.2026;03.08.2026;Fa. Holzbau Bremen;DE84801663857213001136;RE2026-033901 Danke;9.765,34;EUR
NW-2026-08-000196;03.08.2026;03.08.2026;Kuhn Immobilien OHG;DE94996274942963968453;Rg. vom 01.08.2026;1.821,33;EUR
NW-2026-08-000197;03.08.2026;03.08.2026;Busch Gebaeudereinigung Ges.m.b.H.;DE33227242311360496663;Rg RE-2026-25766;594,45;EUR
NW-2026-08-000198;03.08.2026;03.08.2026;Becker & Keller;;RE-2026-005656 Danke;919,85;EUR
NW-2026-08-000199;03.08.2026;03.08.2026;Mayer UG (haftungsbeschränkt);DE57788457911787528405;Ausgleich offene Posten;5.009,71;EUR
NW-2026-08-000200;03.08.2026;03.08.2026;Pohl Gartenbau GmbH & Co. KG;DE51982694224596358838;Ausgleich Konto;6.010,09;EUR
