Umsatz-ID;Buchungstag;Valutadatum;Auftraggeber;IBAN;Verwendungszweck;Betrag;Waehrung
NW-2026-08-003480;11.08.2026;11.08.2026;KÖNIG WINDKRAFT OHG;DE57940210855777526499;Ueberweisung;62,76;EUR
NW-2026-08-003481;11.08.2026;11.08.2026;Jäger Bäckerei AG;DE82 5982 8894 1166 1391 13;KD-02813 RE-2026-023662;390,12;EUR
NW-2026-08-003482;11.08.2026;12.08.2026;Lüdtke & Weiß OHG;DE57499980882640776999;Rg RE-2026-005711;430,44;EUR
NW-2026-08-003483;11.08.2026;11.08.2026;Luedtke Hafenservice;DE91 5771 3498 1266 4367 54;Zahlung RE-2026-015677 Lüdtke;3.805,81;EUR
NW-2026-08-003484;11.08.2026;11.08.2026;Kühn Holzbau;DE88 9428 8786 5202 3793 61;Rechnungen Juli/August;2.569,82;EUR
NW-2026-08-003485;11.08.2026;12.08.2026;Seidel & Kraemer e.K.;DE77787292661637222798;Ausgleich RE-2026-1969;74,03;EUR
NW-2026-08-003486;11.08.2026;11.08.2026;Medizintechnik Stade OHG;DE46514290673646280134;Ihre Rechnung RE-2026-008951;52,26;EUR
NW-2026-08-003487;11.08.2026;11.08.2026;Immobilien Kiel;;Rg RE-2026-036445;22.576,17;EUR
NW-2026-08-003488;11.08.2026;12.08.2026;Hafenservice Oldenburg KG;DE43 7744 6348 1015 4447 22;RE-2026-028377 Danke;402,55;EUR
NW-2026-08-003489;11.08.2026;11.08.2026;Windkraft Rostock GmbH;DE48778647191525483761;RE-2026-008664 / Skonto geprueft;100,58;EUR
NW-2026-08-003490;11.08.2026;12.08.2026;Arnold Technik GmbH & Co. KG;DE30 6194 4639 2684 2287 22;Zahlung RE-2026-038968;15.636,11;EUR
NW-2026-08-003491;11.08.2026;11.08.2026;Zimmermann Technik AG;DE34 6285 1725 4772 9241 18;Zahlung RE-2026-036477 Zimmermann;1.103,64;EUR
NW-2026-08-003492;11.08.2026;11.08.2026;Wagner Technik;DE45778070959811636012;RE-2026-009799 / Skonto geprueft;119,46;EUR
NW-2026-08-003493;11.08.2026;11.08.2026;Schmid & Lorenz GmbH;DE76718646172729030207;Ihre Rechnung RE-2026-015042;271,01;EUR
NW-2026-08-003494;11.08.2026;11.08.2026;Textil Hamburg GmbH;DE34 6140 5539 5204 6044 72;KD-03543 RE 2026 033478;1.399,28;EUR
NW-2026-08-003495;11.08.2026;12.08.2026;Gunther Kaltetechnik OHG;DE35 7615 9599 8662 6374 03;Ausgleich RE/2026/017083;267,31;EUR
NW-2026-08-003496;11.08.2026;11.08.2026;Torben Sauer;DE20963383435870842508;Spende;1.724,91;EUR
NW-2026-08-003497;11.08.2026;11.08.2026;Metallbau Flensburg KG;DE41693338588913063518;Zahlung laut Kontoauszug;318,74;EUR
NW-2026-08-003498;11.08.2026;11.08.2026;Hafenservice Stade KG;DE86 5952 9448 7316 6827 58;KD-02352 RE-2026017906;67,17;EUR
NW-2026-08-003499;11.08.2026;12.08.2026;Schulz Aktiengesellschaft;DE84 2649 2478 4192 0729 72;Zahlung RE2026-018639 Schulz;4.470,89;EUR
NW-2026-08-003500;11.08.2026;11.08.2026;Ludwig Verlag e.K.;DE14965854265305002135;Rechnung August;609,00;EUR
NW-2026-08-003501;11.08.2026;11.08.2026;Dietrich GbR;DE83381183007301276144;RE-2026-011017 vom 09.08.2026;594,27;EUR
NW-2026-08-003502;11.08.2026;11.08.2026;Brandt Mobel KG;DE44 9410 1574 4068 2150 92;RE-2026001187 Danke;288,20;EUR
NW-2026-08-003503;11.08.2026;11.08.2026;Fa. Müller;DE41 5133 9905 6845 3210 94;Ausgleich Konto;9.430,16;EUR
NW-2026-08-003504;11.08.2026;11.08.2026;Meier Maschinenbau GbR;DE33 3863 8807 8272 9469 24;RE-2026-33255 Danke;383,34;EUR
NW-2026-08-003505;11.08.2026;11.08.2026;Pfeiffer AG;DE61277616710528526302;Rg RE-2026-009418;2.350,62;EUR
NW-2026-08-003506;11.08.2026;11.08.2026;Baumann & Weiß GbR;DE24376847021907905670;RE-2026-039874 Danke;1.028,19;EUR
NW-2026-08-003507;11.08.2026;11.08.2026;Koch Textil KG;DE88404258332826976108;Ausgleich offene Posten;178,14;EUR
NW-2026-08-003508;11.08.2026;11.08.2026;Friedrich OHG;DE90816852048270469683;Zahlung RE-2026-02390 Friedrich;79,96;EUR
NW-2026-08-003509;11.08.2026;11.08.2026;WOLFF VERLAG UG (HAFTUNGSBESCHRÄNKT);DE96 9958 1602 2629 1962 66;KD-02345 RE-2026-017824;4.528,89;EUR
NW-2026-08-003510;11.08.2026;12.08.2026;Fa. Kraus Catering;DE68512253931548982149;Ihre Rechnung RE-2026-32771;5.297,98;EUR
NW-2026-08-003511;11.08.2026;11.08.2026;Ziegler OHG;;Zahlung;146,17;EUR
NW-2026-08-003512;11.08.2026;12.08.2026;Moebel Luebeck;DE44 6388 1338 2620 1343 04;RE-2026-012819 Danke;3.639,50;EUR
NW-2026-08-003513;11.08.2026;11.08.2026;THIESSEN LOGISTIK OHG;DE68704030847068461891;Ausgleich Konto;8.781,62;EUR
NW-2026-08-003514;11.08.2026;12.08.2026;Handel Hamburg GmbH & Co. KG;DE20583161515018276802;Ausgleich RE-2026-017326;2.281,03;EUR
NW-2026-08-003515;11.08.2026;12.08.2026;Bergmann & Haas OHG;DE38 5143 7736 0068 3555 07;KD-02916 RE-2026-025081;133,66;EUR
NW-2026-08-003516;11.08.2026;12.08.2026;Fa. Baumann Windkraft;DE41709951228459637519;RE-2026-006057 / Skonto geprueft;6.165,82;EUR
NW-2026-08-003517;11.08.2026;11.08.2026;Koch & Kühn UG (haftungsbeschränkt);DE94350949266591868344;Rechnung re-2026-029647;685,30;EUR
NW-2026-08-003518;11.08.2026;11.08.2026;Solartechnik Luneburg;DE86979094976529334790;RE-2026-085619 vom 23.07.2026;288,15;EUR
NW-2026-08-003519;11.08.2026;11.08.2026;Fa. Werner & Schulte;DE65 4052 6719 9292 0001 38;Rechnung RE-2026-037159;79,68;EUR
NW-2026-08-003520;11.08.2026;11.08.2026;Sommer & Rehder AG;DE93 4816 2812 2016 7851 88;Ihre Rechnung RE-2026-099993;21.903,56;EUR
NW-2026-08-003521;11.08.2026;11.08.2026;Braun & Meyer KG;DE91 5463 8692 4177 9958 86;KD-02056 RE-2026-814150;273,25;EUR
NW-2026-08-003522;11.08.2026;12.08.2026;Scholz GmbH & Co. KG;DE25846954049669938856;Rg RE-2026-033290;17.122,74;EUR
NW-2026-08-003523;11.08.2026;12.08.2026;Fa. Martin Textil;DE25422270946411362467;RE 2026 039361 / Skonto geprueft;108,07;EUR
NW-2026-08-003524;11.08.2026;11.08.2026;Lehmann KG;DE39 7143 6191 1208 7795 11;RE-2026-018381 vom 10.06.2026;125,76;EUR
NW-2026-08-003525;11.08.2026;12.08.2026;Möbel Hamburg Ges.m.b.H.;;RE-2026-017672;917,19;EUR
NW-2026-08-003526;11.08.2026;11.08.2026;Otto Textil KG;DE45160215970857650409;Abschlag;156,56;EUR
NW-2026-08-003527;11.08.2026;11.08.2026;Baumann & Fuchs AG;DE69 5905 6325 1801 5097 42;Rechnungen Juli/August;260,43;EUR
NW-2026-08-003528;11.08.2026;12.08.2026;Sauer Druck AG;DE61 7600 3572 0183 5792 84;RE-2026-001347 vom 20.06.2026;817,27;EUR
NW-2026-08-003529;11.08.2026;11.08.2026;Torben Berger;DE27883438144260483897;Ausgleich;9.920,92;EUR
NW-2026-08-003530;11.08.2026;11.08.2026;Dietrich & Ludwig;;Zahlung;56,72;EUR
NW-2026-08-003531;11.08.2026;11.08.2026;Petra Schmitz;DE68574419577860828384;Erstattung;2.110,43;EUR
NW-2026-08-003532;11.08.2026;11.08.2026;Günther Systemhaus AG;DE55837014483476912141;Ausgleich offene Posten;4.277,75;EUR
NW-2026-08-003533;11.08.2026;11.08.2026;ROTH MASCHINENBAU UG (HAFTUNGSBESCHRÄNKT);DE27604723957150018778;Zahlung RE-2026014087 Roth;10.538,87;EUR
NW-2026-08-003534;11.08.2026;11.08.2026;Lang Maschinenbau UG (haftungsbeschränkt);DE82 2813 2152 7799 3209 74;RE-2026-027931 Danke;9.098,50;EUR
NW-2026-08-003535;11.08.2026;11.08.2026;Boehm Windkraft UG (haftungsbeschraenkt);DE87 6270 7053 6134 5126 02;KD-03278 RE-2026-029862;66,09;EUR
NW-2026-08-003536;11.08.2026;11.08.2026;Großhandel Husum UG (haftungsbeschränkt);DE66 8739 2622 6126 2773 21;Ausgleich offene Posten;2.321,25;EUR
NW-2026-08-003537;11.08.2026;11.08.2026;Lorenz Gartenbau e.K.;DE36533016426319450551;RE-2026-021854 Danke;747,53;EUR
NW-2026-08-003538;11.08.2026;11.08.2026;Meier e.K.;DE35461900315340930570;Zahlung RR-2026-027855;306,18;EUR
NW-2026-08-003539;11.08.2026;12.08.2026;Vogel Windkraft;DE38249487694072725737;KD-03600 RE-2026-034199;10.592,59;EUR
NW-2026-08-003540;11.08.2026;11.08.2026;FA. LEHMANN GEBÄUDEREINIGUNG;DE66188469724635144417;Rechnung RE-2026-021449;17.061,33;EUR
NW-2026-08-003541;11.08.2026;11.08.2026;Walter & Peters GmbH u. Co. KG;DE84 4601 0383 6861 1328 32;RE/2026/001710 Danke;6.715,39;EUR
NW-2026-08-003542;11.08.2026;11.08.2026;Schäfer UG (haftungsbeschränkt);DE24753357027986777057;Ihre Rechnung RE-2026-011963;370,09;EUR
NW-2026-08-003543;11.08.2026;11.08.2026;Kuhn Kältetechnik;DE52 7092 5346 6967 7664 47;Ihre Rechnung RE 2026 023267;2.211,92;EUR
NW-2026-08-003544;11.08.2026;11.08.2026;SCHULZ SCHIFFFAHRT OHG;DE69149678969477003976;RE-2026018039;223,53;EUR
NW-2026-08-003545;11.08.2026;11.08.2026;Schmid & Fischer UG (haftungsbeschränkt);DE48102336561616684133;Rechnung RE-2026-01557;8.874,24;EUR
NW-2026-08-003546;11.08.2026;12.08.2026;FA. SCHUSTER & PETERS;DE20506399722234609294;RE 2026 003852 / Skonto geprueft;2.681,65;EUR
NW-2026-08-003547;11.08.2026;11.08.2026;Koch & Schmitt GbR;DE49896695292325983459;RE-2026-003145 / Skonto geprueft;6.420,45;EUR
NW-2026-08-003548;11.08.2026;11.08.2026;Groß GmbH;DE90 1689 6931 4077 0324 69;Zahlung RF-2026-010034 Groß;61,47;EUR
NW-2026-08-003549;11.08.2026;12.08.2026;MEDIZINTECHNIK FLENSBURG;DE57351525845271051312;Rg RE-2026-005019;6.338,66;EUR
NW-2026-08-003550;11.08.2026;12.08.2026;Lang Maschinenbau UG (haftungsbeschrankt);DE82 2813 2152 7799 3209 74;Zahlung RE-2026-027923;286,02;EUR
NW-2026-08-003551;11.08.2026;11.08.2026;Fischer GmbH u. Co. KG;DE15859636443246039396;RE-2026-024949 Danke;664,90;EUR
NW-2026-08-003552;11.08.2026;11.08.2026;Jung Catering OHG;DE18227609873868892315;Rg RE-2026004459;303,63;EUR
NW-2026-08-003553;11.08.2026;11.08.2026;Kältetechnik Oldenburg KG;DE12107332108864305802;Vielen Dank;13.222,30;EUR
NW-2026-08-003554;11.08.2026;11.08.2026;Konig & Lorenz GbR;DE47908890402853613357;Ausgleich RE-2026-026356;848,35;EUR
NW-2026-08-003555;11.08.2026;11.08.2026;Heinrich Werbetechnik e.K.;DE80360528830527244093;Ihre Rechnung re-2026-016981;5.593,82;EUR
NW-2026-08-003556;11.08.2026;11.08.2026;Koehler Maschinenbau GmbH;DE19720286808927556114;Ihre Rechnung RE 2026/035459;295,31;EUR
NW-2026-08-003557;11.08.2026;11.08.2026;Klein Sanitar;DE42600207074954326999;Ihre Rechnung RE-2026-016830;2.177,57;EUR
NW-2026-08-003558;11.08.2026;11.08.2026;Logistik Stade;DE84742153736557074694;RE-2026008101 vom 11.08.2026;546,10;EUR
NW-2026-08-003559;11.08.2026;11.08.2026;Seidel Immobilien GmbH & Co. KG;DE23 1407 3200 2795 9286 60;Zahlung RE-2026-231311 Seidel;192,84;EUR
NW-2026-08-003560;11.08.2026;11.08.2026;Dachdeckerei Husum KG;;Ihre Rechnung re-2026-004321;3.693,91;EUR
NW-2026-08-003561;11.08.2026;11.08.2026;Krueger Logistik KG;DE32695886277636121867;Monatsrechnung;190,05;EUR
NW-2026-08-003562;11.08.2026;11.08.2026;Sauer & Weber;DE95 6218 7022 4436 4962 41;Ausgleich RE-2026024704;11.152,27;EUR
NW-2026-08-003563;11.08.2026;11.08.2026;Schulz Systemhaus;DE72 5475 9644 7616 2343 26;Zahlung RE 2026 028697 Schulz;15.222,76;EUR
NW-2026-08-003564;11.08.2026;12.08.2026;BECKER HAFENSERVICE;DE49439024352419421874;Ausgleich RE-2026-37039;2.569,50;EUR
NW-2026-08-003565;11.08.2026;11.08.2026;Jansen AG;DE72759063899070326988;RE 2026 039020;133,28;EUR
NW-2026-08-003566;11.08.2026;11.08.2026;Hofmann;DE61 3278 1906 1308 1751 01;Ihre Rechnung RE-2026-008913;77,21;EUR
NW-2026-08-003567;11.08.2026;11.08.2026;Fa. Walter Spedition;DE16823135245409754235;Zahlung;1.995,86;EUR
NW-2026-08-003568;11.08.2026;11.08.2026;WOLF GBR;DE79870165924688778797;Ueberweisung;214,64;EUR
NW-2026-08-003569;11.08.2026;11.08.2026;Berger GmbH;DE49856004272257450626;Ausgleich RE-2026-003328;1.858,57;EUR
NW-2026-08-003570;11.08.2026;11.08.2026;FA. BRAUN & VOGEL;DE24 7877 7446 2023 7585 61;Rechnung RE-2026-002048;58,04;EUR
NW-2026-08-003571;11.08.2026;11.08.2026;Schulz Immobilien GbR;DE65635700097754342750;re-2026-017748 Danke;523,54;EUR
NW-2026-08-003572;11.08.2026;12.08.2026;Holzbau Kiel GmbH & Co. KG;DE61 2551 4324 7108 8704 34;Ausgleich RE2026-019478;4.960,64;EUR
NW-2026-08-003573;11.08.2026;11.08.2026;Weber Windkraft KG;DE26276380521723803601;Zahlung laut Kontoauszug;19.748,87;EUR
NW-2026-08-003574;11.08.2026;11.08.2026;Windkraft Husum AG;DE35 5003 6693 0496 3542 19;RE/2026/001167;5.880,08;EUR
NW-2026-08-003575;11.08.2026;11.08.2026;Werbetechnik Husum e.K.;DE31296550982144053883;RE-2026-017627;14.702,28;EUR
NW-2026-08-003576;11.08.2026;11.08.2026;Kartenservice;;Kontofuehrungsgebuehr;-5,15;EUR
NW-2026-08-003577;11.08.2026;11.08.2026;Jansen Medizintechnik GmbH & Co. KG;DE50438062811049118124;RE/2026/012278 / Skonto geprueft;19.009,46;EUR
NW-2026-08-003578;11.08.2026;12.08.2026;Schmidt GmbH & Co. KG;DE53 8508 8630 9072 5195 37;Zahlung RE-2026-015347;167,53;EUR
NW-2026-08-003579;11.08.2026;11.08.2026;Fa. Werbetechnik Hamburg;DE18668774057766757287;Zahlung;1.534,67;EUR
NW-2026-08-003580;11.08.2026;11.08.2026;Thießen Textil UG (haftungsbeschränkt);DE88 7786 6996 7332 2258 79;Rg RE-2026-027924;54,76;EUR
NW-2026-08-003581;11.08.2026;11.08.2026;Peters Metallbau GmbH;DE86 5559 9799 0124 6239 77;RE-2026-029946 / Skonto geprueft;1.439,14;EUR
NW-2026-08-003582;11.08.2026;11.08.2026;Neumann GmbH;DE60 7087 0605 0874 3644 77;Ihre Rechnung RE-2026-025926;52,23;EUR
NW-2026-08-003583;11.08.2026;11.08.2026;FISCHER & VOGEL UG (HAFTUNGSBESCHRANKT);DE95257139207864792631;Rg RE/2026/006384;113,09;EUR
NW-2026-08-003584;11.08.2026;11.08.2026;Medizintechnik Oldenburg;DE24977953760526214278;Sammelueberweisung;1.422,24;EUR
NW-2026-08-003585;11.08.2026;11.08.2026;Graf Gebaudereinigung AG;DE42773426970816951314;Zahlung;15.831,02;EUR
NW-2026-08-003586;11.08.2026;11.08.2026;Becker & Jansen e.K.;DE13 2660 0647 0908 9061 19;RF-2026-021009 Danke;524,90;EUR
NW-2026-08-003587;11.08.2026;11.08.2026;Roth Maschinenbau UG (haftungsbeschränkt);DE89 2665 6401 7770 2103 13;Rechnung RE-2026014096;1.790,30;EUR
NW-2026-08-003588;11.08.2026;11.08.2026;Jansen & Fuchs AG;DE60967684030571264500;RE-2026-023751 Danke;24.410,53;EUR
NW-2026-08-003589;11.08.2026;11.08.2026;Huber GbR;DE72 2911 8635 1308 7149 48;Rechnung RE-2026-016159;11.610,95;EUR
NW-2026-08-003590;11.08.2026;11.08.2026;Sommer & Möller KG;DE67728677689534088043;Zahlung laut Kontoauszug;4.939,95;EUR
NW-2026-08-003591;11.08.2026;11.08.2026;Sabine Hoffmann;DE98735378898586693913;Erstattung;8.525,58;EUR
NW-2026-08-003592;11.08.2026;11.08.2026;Seidel Sanitär OHG;DE20236049840548973808;RE2026-002807 / Skonto geprueft;243,19;EUR
NW-2026-08-003593;11.08.2026;11.08.2026;Koch Textil;DE67 1398 2615 8345 0909 18;RE-2026006581 / Skonto geprueft;1.299,07;EUR
NW-2026-08-003594;11.08.2026;12.08.2026;Fa. Horn Schifffahrt;DE56801013759817164047;Zahlung RE 2026/033758 Horn;51,11;EUR
NW-2026-08-003595;11.08.2026;11.08.2026;Meyer & Klein KG;DE74282198526479983698;Ihre Rechnung RE/2026/030990;260,20;EUR
NW-2026-08-003596;11.08.2026;12.08.2026;Hansen Holzbau KG;DE26966115729952128319;Zahlung RE 2026/013434 Hansen;53,19;EUR
NW-2026-08-003597;11.08.2026;11.08.2026;Medizintechnik Lüneburg AG;DE98530139278665849886;RE-2026-011352 Danke;3.671,75;EUR
NW-2026-08-003598;11.08.2026;11.08.2026;WERBETECHNIK LUNEBURG UG (HAFTUNGSBESCHRANKT);DE96 8306 8572 1899 8494 19;Rechnungen Juli/August;2.650,13;EUR
NW-2026-08-003599;11.08.2026;11.08.2026;Fischer & Schmidt OHG;DE18 4898 0793 9811 8176 05;RE2026-032820 / Skonto geprueft;569,71;EUR
NW-2026-08-003600;11.08.2026;11.08.2026;Fa. Köhler;DE43325081730701624221;Rechnungen Juli/August;24.266,87;EUR
NW-2026-08-003601;11.08.2026;12.08.2026;Albrecht Gartenbau;DE74562622452645032193;Zahlung RE-2026-004022 Albrecht;24.947,59;EUR
NW-2026-08-003602;11.08.2026;11.08.2026;Graf Textil GmbH;;RE-2026-011201 / Skonto geprueft;142,59;EUR
NW-2026-08-003603;11.08.2026;12.08.2026;Solartechnik Kiel OHG;DE97474906116885597496;Rg RE 2026 015166;124,72;EUR
NW-2026-08-003604;11.08.2026;12.08.2026;HERRMANN HAFENSERVICE GMBH & CO. KG;DE32 1633 1673 6771 1348 89;RE/2026/020830 / Skonto geprueft;966,16;EUR
NW-2026-08-003605;11.08.2026;11.08.2026;Lange Systemhaus OHG;DE62691385852661344839;RE-2026-03258 vom 14.04.2026;867,45;EUR
NW-2026-08-003606;11.08.2026;11.08.2026;Fa. Catering Kiel;;Zahlung laut Kontoauszug;574,64;EUR
NW-2026-08-003607;11.08.2026;11.08.2026;Metallbau Wilhelmshaven AG;DE18819463702876874400;RE-2026020510 Danke;1.029,03;EUR
NW-2026-08-003608;11.08.2026;11.08.2026;Peters;DE59228614386658840135;Sammelueberweisung;7.676,03;EUR
NW-2026-08-003609;11.08.2026;11.08.2026;Otto Spedition OHG;;Ausgleich RE 2026/024013;897,40;EUR
NW-2026-08-003610;11.08.2026;11.08.2026;FRANKE WERBETECHNIK;DE58539365142807867320;RE 2026 019311 vom 14.09.2026;257,67;EUR
NW-2026-08-003611;11.08.2026;11.08.2026;Catering Wilhelmshaven;DE10674273842256609480;Ausgleich RE-2026-03003;349,43;EUR
NW-2026-08-003612;11.08.2026;11.08.2026;Schmitz KG;DE61 7847 6556 3517 9211 08;Vielen Dank;57,81;EUR
NW-2026-08-003613;11.08.2026;11.08.2026;Hahn Kältetechnik e.K.;DE73355798849674819294;Ausgleich offene Posten;14.183,18;EUR
NW-2026-08-003614;11.08.2026;11.08.2026;Gebäudereinigung Flensburg GmbH & Co. KG;;KD-01668 RE-2026-009089;6.739,30;EUR
NW-2026-08-003615;11.08.2026;11.08.2026;Hafenservice Lüneburg GmbH & Co. KG;DE22206682434564204876;Ausgleich Konto;428,18;EUR
NW-2026-08-003616;11.08.2026;11.08.2026;Catering Emden GbR;DE94862732859326698252;Ausgleich RE-2026-031804;10.445,17;EUR
NW-2026-08-003617;11.08.2026;11.08.2026;Wolff Möbel UG (haftungsbeschränkt);DE28 7165 0624 1456 1248 99;Rg RE 2026 002867;412,06;EUR
NW-2026-08-003618;11.08.2026;11.08.2026;Petersen Bau GbR;DE35927366930507377029;RE-2026-001208 vom 06.06.2026;1.425,04;EUR
NW-2026-08-003619;11.08.2026;11.08.2026;Medizintechnik Flensburg OHG;DE43379667129169016191;Ausgleich RE-2026-035922;720,83;EUR
NW-2026-08-003620;11.08.2026;11.08.2026;Fa. Windkraft Lüneburg;DE63828439472359426635;Ihre Rechnung RE-2026-8784;134,48;EUR
NW-2026-08-003621;11.08.2026;11.08.2026;Großhandel Flensburg KG;DE16 4567 7092 1422 4772 02;Rechnung RE-2026-032189;269,01;EUR
NW-2026-08-003622;11.08.2026;11.08.2026;Hansen Systemhaus AG;DE43 6848 4413 3193 9960 23;Rg RE 2026/029913;1.206,94;EUR
NW-2026-08-003623;11.08.2026;11.08.2026;Kaiser & Peters KG;;Ausgleich RE-2026037556;77,63;EUR
NW-2026-08-003624;11.08.2026;11.08.2026;Bauer & Horn GbR;DE84690605739189942787;Abschlag;125,77;EUR
NW-2026-08-003625;11.08.2026;11.08.2026;Brandt GmbH;DE80170863518590383736;Zahlung RE-2026-027046;142,18;EUR
NW-2026-08-003626;11.08.2026;12.08.2026;Schroeder Technik OHG;DE42334234613480786843;RE-2026-007423 Danke;50,02;EUR
NW-2026-08-003627;11.08.2026;11.08.2026;Vogt GmbH & Co. KG;DE45554413563103907716;Rechnungen Juli/August;1.016,02;EUR
NW-2026-08-003628;11.08.2026;11.08.2026;Fa. Maier Großhandel;DE90639103232068048552;Ueberweisung;5.868,61;EUR
NW-2026-08-003629;11.08.2026;11.08.2026;LORENZ WINDKRAFT GBR;;Zahlung RE-2026-029894 Lorenz;10.550,18;EUR
NW-2026-08-003630;11.08.2026;12.08.2026;Windkraft Cuxhaven UG (haftungsbeschränkt);DE88281318684455553507;KD-01833 RE-2026-011254;21.821,74;EUR
NW-2026-08-003631;11.08.2026;11.08.2026;Fa. Baumann & Fuchs;DE69 5905 6325 1801 5097 42;RE2026-023014 Danke;3.367,66;EUR
NW-2026-08-003632;11.08.2026;11.08.2026;Jung Textil KG;;Rechnung RE-2026-031795;118,78;EUR
NW-2026-08-003633;11.08.2026;11.08.2026;Braun Holzbau e.K.;DE25582274675175732130;RE-2026-025040 vom 12.04.2026;69,25;EUR
NW-2026-08-003634;11.08.2026;12.08.2026;Fahrzeugtechnik Hamburg e.K.;DE88424910374149698750;Ihre Rechnung RE-2026-023505;4.138,68;EUR
NW-2026-08-003635;11.08.2026;11.08.2026;Peters Sanitär KG;DE70 7530 2525 1315 0595 94;RE-2026-28609 / Skonto geprueft;2.947,98;EUR
NW-2026-08-003636;11.08.2026;12.08.2026;Kraus & Thießen OHG;DE33307760799444796080;Rechnung RE-2026-035699;729,72;EUR
NW-2026-08-003637;11.08.2026;11.08.2026;Fa. Petersen & Krueger;;Zahlung;3.165,74;EUR
NW-2026-08-003638;11.08.2026;11.08.2026;KOCH SYSTEMHAUS;DE40 7482 2057 6046 2118 42;Zahlung laut Kontoauszug;56,77;EUR
NW-2026-08-003639;11.08.2026;11.08.2026;Simon GbR;DE62618883744025142080;Ihre Rechnung RE-2026-013863;5.811,22;EUR
NW-2026-08-003640;11.08.2026;11.08.2026;Fa. Bäckerei Kiel;DE90719652377278225257;KD-03321 RE-2026-03045;1.848,87;EUR
NW-2026-08-003641;11.08.2026;11.08.2026;Simon GbR;DE62618883744025142080;Rg RE-2026-013826;62,03;EUR
NW-2026-08-003642;11.08.2026;11.08.2026;Fa. Schmidt Kältetechnik;DE66 5890 0027 2783 7138 42;RE 2026/003457 vom 02.06.2026;19.738,01;EUR
NW-2026-08-003643;11.08.2026;11.08.2026;Winkler & Lüdtke;DE12953528032290543961;Ausgleich RE 2026 029316;10.904,13;EUR
NW-2026-08-003644;11.08.2026;11.08.2026;Fa. Lang Druck;DE64547964642283437781;RE-2026-016295;4.816,45;EUR
NW-2026-08-003645;11.08.2026;11.08.2026;Mayer & Kruger KG;DE32 3946 0181 1856 4927 03;Ausgleich RE/2026/024983;9.162,49;EUR
NW-2026-08-003646;11.08.2026;12.08.2026;Becker & Kuhn;DE47545477228059091014;RE 2026 014450 Danke;163,55;EUR
NW-2026-08-003647;11.08.2026;11.08.2026;STEIN HANDEL GMBH & CO. KG;DE77221727354536344828;Ihre Rechnung RE-2026-028609;60,62;EUR
NW-2026-08-003648;11.08.2026;11.08.2026;FA. WEISS SYSTEMHAUS;DE86537316996798247935;Rechnung August;9.176,57;EUR
NW-2026-08-003649;11.08.2026;11.08.2026;Hansen & Weiss;DE55745649048327451719;RE-2026-029198 vom 08.09.2026;21.219,15;EUR
NW-2026-08-003650;11.08.2026;11.08.2026;Bau Rostock GmbH;DE47 7069 8883 6347 8818 23;RE-2026-00673 / Skonto geprueft;572,79;EUR
NW-2026-08-003651;11.08.2026;11.08.2026;Fa. Klein & Krause;DE20583071355703799637;RE-2026-037304 Danke;330,75;EUR
NW-2026-08-003652;11.08.2026;11.08.2026;Jäger & Bauer GmbH;DE90140574817067303528;Rechnung August;10.891,03;EUR
NW-2026-08-003653;11.08.2026;11.08.2026;Claussen Maschinenbau;DE99974903351280223740;Ueberweisung;370,65;EUR
NW-2026-08-003654;11.08.2026;11.08.2026;Schumacher Schifffahrt AG;DE47 5864 7913 0237 1300 99;Ausgleich offene Posten;631,00;EUR
NW-2026-08-003655;11.08.2026;11.08.2026;Holzbau Neumünster;DE70 5541 0989 7192 9452 54;Sammelueberweisung;357,53;EUR
NW-2026-08-003656;11.08.2026;11.08.2026;Thomas Technik;DE43 1316 8013 5429 6756 92;Rg RE-2026-013575;14.089,61;EUR
NW-2026-08-003657;11.08.2026;12.08.2026;Schulte Systemhaus Aktiengesellschaft;DE50796474219213320578;KD-03688 re-2026-035428;12.580,66;EUR
NW-2026-08-003658;11.08.2026;11.08.2026;Koch e.K.;DE29435410354537909283;Ausgleich offene Posten;63,83;EUR
NW-2026-08-003659;11.08.2026;11.08.2026;Günther Druck KG;DE18503684477793724799;KD-03316 RE-2026-030371;3.457,84;EUR
NW-2026-08-003660;11.08.2026;11.08.2026;Frank OHG;DE15639974498777584896;Rechnung August;2.332,77;EUR
NW-2026-08-003661;11.08.2026;11.08.2026;IMMOBILIEN LUBECK AG;DE69177210159370396547;Ihre Rechnung RE/2026/003110;1.578,35;EUR
NW-2026-08-003662;11.08.2026;11.08.2026;Bergmann Systemhaus OHG;DE40270506812152542649;Zahlung laut Kontoauszug;1.741,99;EUR
NW-2026-08-003663;11.08.2026;11.08.2026;Arnold Medizintechnik AG;DE37 7426 4498 3287 8064 58;Zahlung RE-2026-028288 Arnold;135,60;EUR
NW-2026-08-003664;11.08.2026;12.08.2026;Gartenbau Flensburg AG;DE60355715280868295091;Zahlung RE-2026-009403 Gartenbau;214,29;EUR
NW-2026-08-003665;11.08.2026;12.08.2026;KÖNIG BAU UG (HAFTUNGSBESCHRÄNKT);DE59628038986298761729;Ausgleich re-2026-037445;11.558,00;EUR
NW-2026-08-003666;11.08.2026;11.08.2026;Winter & Peters KG;DE85333996991490711770;RE-2026-000853;230,71;EUR
NW-2026-08-003667;11.08.2026;11.08.2026;Claussen OHG;DE81 5151 6414 7288 5380 27;Ihre Rechnung RE-2026-8617;6.301,26;EUR
